285.9923664,308.7328244,268.0610687,308.7328244,268.0610687,332.8473282,285.9923664,332.8473282
287.2290076,309.351145,266.2061069,309.351145,266.2061069,334.7022901,287.2290076,334.7022901
285.9923664,309.351145,266.2061069,309.351145,266.2061069,334.7022901,285.9923664,334.7022901
289.0839695,307.4961832,267.4427481,307.4961832,267.4427481,334.7022901,289.0839695,334.7022901
287.2290076,306.259542,266.8244275,306.259542,266.8244275,333.4656489,287.2290076,333.4656489
289.0839695,308.1145038,267.4427481,308.1145038,267.4427481,334.0839695,289.0839695,334.0839695
289.0839695,307.4961832,268.0610687,307.4961832,268.0610687,334.0839695,289.0839695,334.0839695
288.4656489,308.1145038,268.6793893,308.1145038,268.6793893,335.9389313,288.4656489,335.9389313
290.3206107,308.1145038,270.5343511,308.1145038,270.5343511,335.3206107,290.3206107,335.3206107
289.7022901,308.1145038,269.2977099,308.1145038,269.2977099,335.3206107,289.7022901,335.3206107
289.7022901,306.8778626,271.1526718,306.8778626,271.1526718,335.9389313,289.7022901,335.9389313
290.3206107,307.4961832,269.2977099,307.4961832,269.2977099,335.3206107,290.3206107,335.3206107
292.7938931,308.1145038,271.1526718,308.1145038,271.1526718,337.1755725,292.7938931,337.1755725
292.7938931,308.1145038,273.0076336,308.1145038,273.0076336,334.7022901,292.7938931,334.7022901
293.4122137,309.351145,272.389313,309.351145,272.389313,335.3206107,293.4122137,335.3206107
292.7938931,308.1145038,273.6259542,308.1145038,273.6259542,334.7022901,292.7938931,334.7022901
293.4122137,307.4961832,273.6259542,307.4961832,273.6259542,335.9389313,293.4122137,335.9389313
295.8854962,309.351145,274.2442748,309.351145,274.2442748,332.8473282,295.8854962,332.8473282
296.5038168,309.351145,276.0992366,309.351145,276.0992366,334.0839695,296.5038168,334.0839695
295.2671756,308.7328244,274.8625954,308.7328244,274.8625954,333.4656489,295.2671756,333.4656489
297.1221374,309.9694656,274.8625954,309.9694656,274.8625954,332.2290076,297.1221374,332.2290076
300.2137405,307.4961832,276.7175573,307.4961832,276.7175573,329.7557252,300.2137405,329.7557252
300.2137405,308.1145038,275.480916,308.1145038,275.480916,330.9923664,300.2137405,330.9923664
302.0687023,306.8778626,276.7175573,306.8778626,276.7175573,332.8473282,302.0687023,332.8473282
302.6870229,308.1145038,279.1908397,308.1145038,279.1908397,329.1374046,302.6870229,329.1374046
303.3053435,306.259542,279.8091603,306.259542,279.8091603,327.9007634,303.3053435,327.9007634
307.0152672,305.0229008,280.4274809,305.0229008,280.4274809,329.1374046,307.0152672,329.1374046
308.870229,307.4961832,282.9007634,307.4961832,282.9007634,328.519084,308.870229,328.519084
308.870229,306.259542,284.7557252,306.259542,284.7557252,330.3740458,308.870229,330.3740458
308.870229,306.259542,282.2824427,306.259542,282.2824427,329.1374046,308.870229,329.1374046
311.3435115,305.6412214,284.1374046,305.6412214,284.1374046,330.3740458,311.3435115,330.3740458
311.9618321,305.6412214,285.9923664,305.6412214,285.9923664,330.9923664,311.9618321,330.9923664
310.1068702,306.259542,284.7557252,306.259542,284.7557252,329.7557252,310.1068702,329.7557252
310.7251908,306.259542,285.9923664,306.259542,285.9923664,330.3740458,310.7251908,330.3740458
311.3435115,306.259542,285.9923664,306.259542,285.9923664,330.9923664,311.3435115,330.9923664
311.3435115,304.4045802,287.8473282,304.4045802,287.8473282,332.2290076,311.3435115,332.2290076
310.1068702,305.0229008,289.0839695,305.0229008,289.0839695,332.2290076,310.1068702,332.2290076
310.7251908,305.0229008,292.1755725,305.0229008,292.1755725,332.8473282,310.7251908,332.8473282
310.7251908,304.4045802,291.5572519,304.4045802,291.5572519,331.610687,310.7251908,331.610687
313.1984733,301.9312977,292.7938931,301.9312977,292.7938931,331.610687,313.1984733,331.610687
314.4351145,304.4045802,294.648855,304.4045802,294.648855,330.9923664,314.4351145,330.9923664
312.5801527,303.1679389,292.1755725,303.1679389,292.1755725,329.7557252,312.5801527,329.7557252
314.4351145,304.4045802,292.7938931,304.4045802,292.7938931,329.7557252,314.4351145,329.7557252
311.9618321,304.4045802,294.648855,304.4045802,294.648855,329.7557252,311.9618321,329.7557252
313.1984733,301.9312977,295.8854962,301.9312977,295.8854962,328.519084,313.1984733,328.519084
315.0534351,303.7862595,295.2671756,303.7862595,295.2671756,330.9923664,315.0534351,330.9923664
316.2900763,303.1679389,295.8854962,303.1679389,295.8854962,330.3740458,316.2900763,330.3740458
316.9083969,303.7862595,296.5038168,303.7862595,296.5038168,330.9923664,316.9083969,330.9923664
318.1450382,304.4045802,294.0305344,304.4045802,294.0305344,330.3740458,318.1450382,330.3740458
317.5267176,303.7862595,294.0305344,303.7862595,294.0305344,330.3740458,317.5267176,330.3740458
317.5267176,303.7862595,292.1755725,303.7862595,292.1755725,329.1374046,317.5267176,329.1374046
318.1450382,305.6412214,297.1221374,305.6412214,297.1221374,330.3740458,318.1450382,330.3740458
320.6183206,304.4045802,297.1221374,304.4045802,297.1221374,329.7557252,320.6183206,329.7557252
318.1450382,303.7862595,297.740458,303.7862595,297.740458,328.519084,318.1450382,328.519084
319.3816794,304.4045802,297.1221374,304.4045802,297.1221374,327.9007634,319.3816794,327.9007634
320,303.7862595,295.8854962,303.7862595,295.8854962,330.3740458,320,330.3740458
320.6183206,305.0229008,300.8320611,305.0229008,300.8320611,329.1374046,320.6183206,329.1374046
321.2366412,303.7862595,302.0687023,303.7862595,302.0687023,330.3740458,321.2366412,330.3740458
321.8549618,303.1679389,302.0687023,303.1679389,302.0687023,329.1374046,321.8549618,329.1374046
322.4732824,303.1679389,300.8320611,303.1679389,300.8320611,328.519084,322.4732824,328.519084
323.0916031,302.5496183,304.5419847,302.5496183,304.5419847,328.519084,323.0916031,328.519084
324.3282443,303.1679389,303.9236641,303.1679389,303.9236641,329.1374046,324.3282443,329.1374046
326.1832061,303.1679389,306.3969466,303.1679389,306.3969466,330.3740458,326.1832061,330.3740458
329.2748092,303.7862595,307.6335878,303.7862595,307.6335878,329.7557252,329.2748092,329.7557252
329.2748092,301.9312977,308.870229,301.9312977,308.870229,329.1374046,329.2748092,329.1374046
329.8931298,301.9312977,310.1068702,301.9312977,310.1068702,329.1374046,329.8931298,329.1374046
332.9847328,301.9312977,311.9618321,301.9312977,311.9618321,329.1374046,332.9847328,329.1374046
334.8396947,303.1679389,313.8167939,303.1679389,313.8167939,330.9923664,334.8396947,330.9923664
335.4580153,303.1679389,313.8167939,303.1679389,313.8167939,329.7557252,335.4580153,329.7557252
336.6946565,303.1679389,316.2900763,303.1679389,316.2900763,329.1374046,336.6946565,329.1374046
338.5496183,301.9312977,318.1450382,301.9312977,318.1450382,332.2290076,338.5496183,332.2290076
339.7862595,303.7862595,320,303.7862595,320,330.3740458,339.7862595,330.3740458
342.8778626,303.7862595,321.8549618,303.7862595,321.8549618,329.7557252,342.8778626,329.7557252
344.7328244,301.9312977,322.4732824,301.9312977,322.4732824,329.1374046,344.7328244,329.1374046
345.351145,303.1679389,323.7099237,303.1679389,323.7099237,327.9007634,345.351145,327.9007634
344.7328244,300.6946565,326.1832061,300.6946565,326.1832061,327.2824427,344.7328244,327.2824427
349.0610687,301.3129771,330.5114504,301.3129771,330.5114504,328.519084,349.0610687,328.519084
349.0610687,301.9312977,329.8931298,301.9312977,329.8931298,326.6641221,349.0610687,326.6641221
350.9160305,300.6946565,330.5114504,300.6946565,330.5114504,327.2824427,350.9160305,327.2824427
355.2442748,302.5496183,330.5114504,302.5496183,330.5114504,326.0458015,355.2442748,326.0458015
354.6259542,299.4580153,331.129771,299.4580153,331.129771,326.0458015,354.6259542,326.0458015
355.2442748,300.6946565,332.9847328,300.6946565,332.9847328,326.6641221,355.2442748,326.6641221
355.2442748,300.6946565,336.6946565,300.6946565,336.6946565,326.0458015,355.2442748,326.0458015
